REPORT_DATE,NEIGHBOURHOOD_158,INJURIES,DEATH
2020-02-26,Malvern East (146),1,0
2016-10-24,Glenfield-Jane Heights (25),2,0
2008-11-26,Humber Summit (21),3,0
2006-02-23,Regent Park (72),1,0
2020-10-09,Humber Summit (21),0,0
2017-11-17,Black Creek (24),0,0
2010-12-19,Yorkdale-Glen Park (31),1,0
2005-01-03,Englemount-Lawrence (32),3,1
2011-12-20,Mount Olive-Silverstone-Jamestown (2),1,0
2006-08-06,Black Creek (24),3,0
2019-06-10,Black Creek (24),1,0
2008-08-27,Malvern East (146),1,0
2006-02-18,Mount Olive-Silverstone-Jamestown (2),0,0
2020-10-14,Black Creek (24),1,0
2004-12-05,Humber Summit (21),1,0
2011-03-01,Malvern East (146),1,0
2020-04-03,Glenfield-Jane Heights (25),0,0
2004-06-27,Glenfield-Jane Heights (25),1,0
2022-09-01,Malvern East (146),2,0
2015-07-30,Mount Olive-Silverstone-Jamestown (2),0,1
2016-06-17,Humber Summit (21),0,1
2015-07-05,Malvern East (146),0,0
2018-02-12,Malvern East (146),1,0
2017-01-13,Humber Summit (21),0,0
2006-04-07,Glenfield-Jane Heights (25),0,0
2021-10-28,Regent Park (72),2,0
2015-09-19,Mount Olive-Silverstone-Jamestown (2),1,0
2009-07-18,Regent Park (72),3,0
2022-02-08,Mount Olive-Silverstone-Jamestown (2),2,0
2022-04-22,York University Heights (27),1,0
2017-06-16,Malvern East (146),2,0
2006-02-15,Yorkdale-Glen Park (31),2,0
2008-09-12,York University Heights (27),2,0
2017-05-12,Yorkdale-Glen Park (31),2,0
2016-03-14,West Humber-Clairville (1),0,0
2007-10-17,Yorkdale-Glen Park (31),1,0
2010-08-01,Yorkdale-Glen Park (31),1,0
2013-04-13,Malvern East (146),1,1
2009-06-03,York University Heights (27),1,0
2019-04-10,Mount Olive-Silverstone-Jamestown (2),1,0
2014-01-27,West Humber-Clairville (1),2,0
2006-09-02,Malvern East (146),1,0
2010-01-11,York University Heights (27),1,0
2018-10-17,Regent Park (72),1,0
2014-02-21,Englemount-Lawrence (32),1,0
2018-08-17,Regent Park (72),0,0
2014-07-20,Englemount-Lawrence (32),3,0
2007-03-10,West Humber-Clairville (1),0,0
2009-01-12,York University Heights (27),2,0
2014-07-20,Malvern East (146),2,0
2004-08-18,Regent Park (72),0,0
2004-08-10,York University Heights (27),0,0
2007-05-10,Black Creek (24),0,1
2021-10-10,Glenfield-Jane Heights (25),1,0
2006-09-14,Black Creek (24),0,0
2008-03-24,Regent Park (72),3,0
2022-06-08,West Humber-Clairville (1),5,0
2017-06-12,Humber Summit (21),1,1
2006-12-28,Malvern East (146),0,0
2018-07-30,Black Creek (24),0,0
2016-06-17,Mount Olive-Silverstone-Jamestown (2),2,0
2011-03-15,York University Heights (27),2,0
2023-07-18,Mount Olive-Silverstone-Jamestown (2),1,0
2006-04-06,Malvern East (146),1,0
2011-11-19,West Humber-Clairville (1),1,0
2019-07-17,Englemount-Lawrence (32),1,0
2011-11-12,Glenfield-Jane Heights (25),1,0
2005-07-11,York University Heights (27),2,0
2022-06-07,Glenfield-Jane Heights (25),1,0
2017-10-27,Regent Park (72),1,0
2011-04-30,Malvern East (146),2,0
2012-03-07,West Humber-Clairville (1),1,0
2008-02-26,Englemount-Lawrence (32),1,0
2006-09-04,Mount Olive-Silverstone-Jamestown (2),1,0
2019-02-14,Regent Park (72),0,0
2009-07-08,Englemount-Lawrence (32),0,0
2023-12-10,Mount Olive-Silverstone-Jamestown (2),0,0
2018-06-26,Glenfield-Jane Heights (25),0,0
2020-08-31,Malvern East (146),0,0
2014-10-25,Humber Summit (21),2,0
2020-06-28,Glenfield-Jane Heights (25),0,1
2009-12-30,Malvern East (146),2,0
2013-05-17,West Humber-Clairville (1),2,0
2004-10-03,Malvern East (146),1,0
2010-02-03,Black Creek (24),3,0
2007-10-16,West Humber-Clairville (1),2,0
2014-06-16,West Humber-Clairville (1),0,0
2023-02-22,Englemount-Lawrence (32),0,1
2016-07-24,Englemount-Lawrence (32),1,0
2014-10-26,Englemount-Lawrence (32),0,1
2014-04-27,Englemount-Lawrence (32),0,0
2013-12-23,Yorkdale-Glen Park (31),1,0
2011-02-05,Glenfield-Jane Heights (25),0,0
2004-11-12,Yorkdale-Glen Park (31),1,1
2008-11-15,Englemount-Lawrence (32),1,0
2020-07-13,Yorkdale-Glen Park (31),2,0
2010-11-06,Yorkdale-Glen Park (31),1,0
2018-01-04,Yorkdale-Glen Park (31),0,0
2016-02-19,Black Creek (24),0,0
2021-08-06,West Humber-Clairville (1),0,0
2007-01-30,Black Creek (24),0,1
2023-12-26,Black Creek (24),1,0
2015-12-10,Regent Park (72),1,0
2020-07-19,York University Heights (27),0,0
2016-07-02,Englemount-Lawrence (32),1,0
2011-01-05,West Humber-Clairville (1),2,0
2011-08-11,York University Heights (27),1,0
2012-01-29,Humber Summit (21),0,1
2006-04-29,Regent Park (72),0,0
2020-12-06,Englemount-Lawrence (32),0,0
2020-10-27,Humber Summit (21),1,0
2004-09-23,Humber Summit (21),1,1
2016-03-23,Black Creek (24),0,0
2005-06-09,Yorkdale-Glen Park (31),0,0
2018-01-14,Englemount-Lawrence (32),0,0
2010-04-30,Glenfield-Jane Heights (25),3,0
2005-12-11,Mount Olive-Silverstone-Jamestown (2),1,0
2020-10-14,York University Heights (27),0,1
2015-05-21,Glenfield-Jane Heights (25),0,0
2011-06-30,Englemount-Lawrence (32),1,0
2014-11-19,Malvern East (146),0,0
2016-02-11,Mount Olive-Silverstone-Jamestown (2),1,0
2012-11-11,Mount Olive-Silverstone-Jamestown (2),1,0
2010-06-22,West Humber-Clairville (1),2,0
2020-10-05,Englemount-Lawrence (32),1,0
2012-03-10,Englemount-Lawrence (32),0,0
2016-09-18,Black Creek (24),2,0
2009-10-04,Malvern East (146),3,0
2009-09-30,Glenfield-Jane Heights (25),1,0
2009-10-21,Glenfield-Jane Heights (25),0,0
2018-05-14,York University Heights (27),0,0
2018-05-17,Mount Olive-Silverstone-Jamestown (2),2,0
2009-09-12,York University Heights (27),0,0
2015-06-26,Black Creek (24),1,0
2014-02-23,Black Creek (24),0,0
2012-03-02,Regent Park (72),0,0
2015-03-16,Englemount-Lawrence (32),0,0
2005-03-17,Regent Park (72),1,0
2012-10-07,Black Creek (24),1,0
2021-01-30,Englemount-Lawrence (32),3,1
2006-02-12,Malvern East (146),4,0
2007-02-01,Humber Summit (21),0,0
2005-12-19,Mount Olive-Silverstone-Jamestown (2),2,0
2009-02-15,West Humber-Clairville (1),0,0
2017-12-04,West Humber-Clairville (1),1,0
2004-01-20,York University Heights (27),2,0
2017-09-19,Regent Park (72),1,0
2007-01-27,Yorkdale-Glen Park (31),0,0
2019-01-16,Malvern East (146),3,0
2009-04-19,York University Heights (27),1,0
2009-02-27,West Humber-Clairville (1),1,0
2022-08-08,Yorkdale-Glen Park (31),2,0
2005-08-03,Humber Summit (21),2,0
2015-10-09,Mount Olive-Silverstone-Jamestown (2),1,0
2020-04-20,Malvern East (146),1,0
2014-08-13,Glenfield-Jane Heights (25),0,0
2014-10-08,Glenfield-Jane Heights (25),1,0
2006-03-06,Englemount-Lawrence (32),3,0
2010-06-16,Humber Summit (21),1,0
2019-03-27,Englemount-Lawrence (32),0,0
2020-11-16,Englemount-Lawrence (32),2,0
2015-06-23,Yorkdale-Glen Park (31),2,0
2009-12-14,Mount Olive-Silverstone-Jamestown (2),1,0
2021-03-13,West Humber-Clairville (1),2,0
2006-02-26,Regent Park (72),0,0
2016-01-16,Glenfield-Jane Heights (25),0,0
2014-10-20,West Humber-Clairville (1),0,0
2013-11-22,Englemount-Lawrence (32),4,0
2018-07-03,Mount Olive-Silverstone-Jamestown (2),1,0
2016-02-13,Malvern East (146),1,0
2004-10-10,Black Creek (24),1,0
2004-03-22,Mount Olive-Silverstone-Jamestown (2),0,0
2014-07-01,Malvern East (146),0,0
2010-02-19,Regent Park (72),1,0
2023-09-06,Yorkdale-Glen Park (31),1,0
2018-09-07,Englemount-Lawrence (32),1,0
2023-06-07,West Humber-Clairville (1),0,0
2011-07-05,Mount Olive-Silverstone-Jamestown (2),2,0
2007-03-16,York University Heights (27),0,0
2012-02-06,Yorkdale-Glen Park (31),2,0
2015-10-25,Humber Summit (21),2,0
2009-11-05,West Humber-Clairville (1),0,0
2021-06-09,Mount Olive-Silverstone-Jamestown (2),0,0
2012-11-15,York University Heights (27),4,0
2016-01-22,Black Creek (24),1,0
2008-10-13,Glenfield-Jane Heights (25),3,0
2009-07-14,Black Creek (24),0,0
2021-06-30,Englemount-Lawrence (32),0,1
2014-09-13,Black Creek (24),1,1
2018-06-01,Regent Park (72),0,0
2008-10-20,Humber Summit (21),1,0
2020-03-25,Yorkdale-Glen Park (31),0,0
2018-01-01,Glenfield-Jane Heights (25),0,0
2005-08-09,Regent Park (72),1,1
2017-07-27,Malvern East (146),1,0
2018-03-12,Black Creek (24),0,0
2012-06-05,Mount Olive-Silverstone-Jamestown (2),1,1
2006-12-05,Yorkdale-Glen Park (31),2,1
2019-05-09,West Humber-Clairville (1),1,0
2004-06-11,Englemount-Lawrence (32),0,0
2016-07-28,Yorkdale-Glen Park (31),1,0
2018-01-19,Glenfield-Jane Heights (25),0,0
2018-12-08,Yorkdale-Glen Park (31),1,0
2007-07-31,Englemount-Lawrence (32),1,0
2011-12-22,York University Heights (27),0,0
2009-07-13,Black Creek (24),1,0
2006-05-30,Glenfield-Jane Heights (25),0,0
2008-11-21,Malvern East (146),0,0
2020-12-16,Yorkdale-Glen Park (31),1,0
2004-03-08,Englemount-Lawrence (32),1,0
2005-09-11,West Humber-Clairville (1),0,0
2014-04-25,Englemount-Lawrence (32),0,0
2018-09-30,York University Heights (27),1,0
2012-06-08,Englemount-Lawrence (32),0,0
2015-03-06,Humber Summit (21),0,0
2013-08-27,York University Heights (27),0,0
2019-08-26,Mount Olive-Silverstone-Jamestown (2),0,1
2020-06-05,York University Heights (27),2,0
2012-03-26,Malvern East (146),1,0
2020-08-05,Englemount-Lawrence (32),2,0
2023-12-11,West Humber-Clairville (1),2,0
2019-06-04,West Humber-Clairville (1),5,0
2007-01-05,Mount Olive-Silverstone-Jamestown (2),1,0
2011-03-03,Yorkdale-Glen Park (31),0,1
2009-12-12,Malvern East (146),0,1
2011-06-03,Black Creek (24),0,0
2004-10-02,Mount Olive-Silverstone-Jamestown (2),0,0
2017-02-24,Black Creek (24),1,0
2010-05-27,Glenfield-Jane Heights (25),2,0
2014-05-13,Regent Park (72),1,0
2019-11-29,Regent Park (72),1,0
2013-10-24,Regent Park (72),0,0
2013-05-04,Yorkdale-Glen Park (31),2,0
2018-03-30,Black Creek (24),1,1
2015-09-02,Mount Olive-Silverstone-Jamestown (2),2,0
2023-12-16,Englemount-Lawrence (32),0,0
2019-05-29,Black Creek (24),1,0
2007-08-11,Black Creek (24),1,0
2007-01-24,West Humber-Clairville (1),2,0
2016-03-05,Black Creek (24),0,0
2020-12-28,Malvern East (146),0,0
2023-09-22,Yorkdale-Glen Park (31),0,0
2020-12-24,Mount Olive-Silverstone-Jamestown (2),1,0
2010-02-01,Regent Park (72),0,0
2011-10-17,Humber Summit (21),0,0
2008-06-09,Regent Park (72),1,0
2015-09-22,Mount Olive-Silverstone-Jamestown (2),1,0
2018-07-06,Yorkdale-Glen Park (31),2,0
2016-02-23,Mount Olive-Silverstone-Jamestown (2),2,0
2023-11-16,Glenfield-Jane Heights (25),0,0
2021-12-31,Humber Summit (21),1,0
2014-03-14,Malvern East (146),0,0
2022-11-27,Regent Park (72),0,0
2014-12-14,Malvern East (146),1,0
2013-07-24,Englemount-Lawrence (32),0,0
2018-05-26,Regent Park (72),0,1
2014-01-15,Black Creek (24),0,0
2023-03-05,Humber Summit (21),1,1
2021-10-14,Regent Park (72),1,0
2019-09-15,Mount Olive-Silverstone-Jamestown (2),0,0
2008-07-04,Yorkdale-Glen Park (31),0,0
2008-08-12,Black Creek (24),0,0
2018-01-29,Englemount-Lawrence (32),2,0
2004-05-01,West Humber-Clairville (1),0,0
2016-07-02,York University Heights (27),0,0
2021-05-29,Yorkdale-Glen Park (31),1,0
2010-12-11,Englemount-Lawrence (32),2,0
2011-01-23,Black Creek (24),1,0
2013-05-28,Glenfield-Jane Heights (25),2,0
2005-06-05,Yorkdale-Glen Park (31),2,0
2022-10-03,Mount Olive-Silverstone-Jamestown (2),0,0
2007-11-17,Yorkdale-Glen Park (31),1,0
2015-12-27,Regent Park (72),3,0
2017-07-09,Mount Olive-Silverstone-Jamestown (2),1,0
2016-03-12,West Humber-Clairville (1),1,1
2020-04-21,Yorkdale-Glen Park (31),0,0
2020-02-08,Yorkdale-Glen Park (31),0,0
2012-05-06,Regent Park (72),1,0
2006-10-03,Glenfield-Jane Heights (25),1,0
2006-05-09,Mount Olive-Silverstone-Jamestown (2),1,0
2018-03-10,Malvern East (146),0,0
2012-09-30,Humber Summit (21),0,0
2013-01-07,Black Creek (24),2,0
2019-11-10,Glenfield-Jane Heights (25),0,0
2013-12-05,Glenfield-Jane Heights (25),0,0
2016-07-12,York University Heights (27),0,0
2020-05-17,West Humber-Clairville (1),2,0
2020-11-18,Glenfield-Jane Heights (25),1,1
2010-08-01,Malvern East (146),0,0
2009-06-23,Regent Park (72),0,0
2008-12-13,Regent Park (72),0,0
2012-03-30,Malvern East (146),2,0
2009-11-04,Humber Summit (21),0,0
2018-11-09,Regent Park (72),1,0
2014-10-06,Yorkdale-Glen Park (31),0,0
2022-04-07,York University Heights (27),1,0
2007-03-09,Mount Olive-Silverstone-Jamestown (2),2,0
2012-09-23,Glenfield-Jane Heights (25),1,0
2014-02-18,Mount Olive-Silverstone-Jamestown (2),1,0
2004-04-05,Mount Olive-Silverstone-Jamestown (2),1,0
2011-11-09,West Humber-Clairville (1),1,0
2019-10-11,Glenfield-Jane Heights (25),0,0
2017-09-07,Black Creek (24),2,0
2018-09-22,Englemount-Lawrence (32),1,0
2006-03-31,Mount Olive-Silverstone-Jamestown (2),1,1
2023-04-30,Humber Summit (21),1,1
2020-10-22,Humber Summit (21),2,0
2013-11-11,Regent Park (72),0,0
2013-04-11,Englemount-Lawrence (32),1,0
2018-05-18,Yorkdale-Glen Park (31),2,0
2007-07-29,Yorkdale-Glen Park (31),2,0
2013-06-25,Humber Summit (21),0,0
2022-07-16,Regent Park (72),0,0
2017-10-19,Malvern East (146),0,0
2009-01-23,York University Heights (27),0,1
2012-02-06,West Humber-Clairville (1),0,0
2005-12-29,Black Creek (24),0,0
2019-12-20,York University Heights (27),0,0
2015-04-01,Black Creek (24),1,0
2023-12-11,Mount Olive-Silverstone-Jamestown (2),2,0
2010-12-13,Black Creek (24),3,0
2022-09-27,Black Creek (24),1,0
2017-04-07,Mount Olive-Silverstone-Jamestown (2),0,0
2013-01-13,Malvern East (146),1,0
2006-11-20,West Humber-Clairville (1),1,0
2019-07-15,Glenfield-Jane Heights (25),2,0
2019-09-29,Black Creek (24),1,0
2019-06-07,West Humber-Clairville (1),2,0
2006-11-13,Malvern East (146),1,0
2022-06-16,Yorkdale-Glen Park (31),1,0
2013-01-09,Humber Summit (21),1,0
2020-02-03,Englemount-Lawrence (32),0,0
2017-08-01,West Humber-Clairville (1),0,0
2006-07-20,Englemount-Lawrence (32),1,0
2004-07-05,Regent Park (72),0,0
2014-12-19,Glenfield-Jane Heights (25),1,0
2018-11-27,Glenfield-Jane Heights (25),1,0
2005-08-25,Mount Olive-Silverstone-Jamestown (2),2,0
2013-04-11,Malvern East (146),2,0
2015-04-07,Englemount-Lawrence (32),0,0
2009-09-11,York University Heights (27),0,0
2022-01-27,Yorkdale-Glen Park (31),1,1
2006-11-20,West Humber-Clairville (1),1,0
2006-03-14,Humber Summit (21),1,1
2008-01-21,Glenfield-Jane Heights (25),1,0
2012-10-19,Malvern East (146),0,0
2018-10-17,Malvern East (146),2,0
2006-01-09,York University Heights (27),0,0
2011-08-09,Yorkdale-Glen Park (31),1,0
2018-12-14,Malvern East (146),0,1
2017-06-10,Englemount-Lawrence (32),2,0
2012-09-29,Englemount-Lawrence (32),1,0
2008-09-19,Glenfield-Jane Heights (25),0,1
2004-03-12,York University Heights (27),1,0
2011-10-28,West Humber-Clairville (1),2,0
2023-02-11,Englemount-Lawrence (32),0,1
2011-07-18,Mount Olive-Silverstone-Jamestown (2),1,0
2011-10-29,Englemount-Lawrence (32),1,0
2004-04-12,Malvern East (146),0,0
2019-12-10,Englemount-Lawrence (32),0,0
2007-12-18,Yorkdale-Glen Park (31),0,0
2018-01-04,Mount Olive-Silverstone-Jamestown (2),2,0
2004-08-10,Mount Olive-Silverstone-Jamestown (2),0,0
2016-07-16,Glenfield-Jane Heights (25),1,0
2005-04-18,West Humber-Clairville (1),2,0
2017-04-07,Yorkdale-Glen Park (31),0,0
2015-12-20,Mount Olive-Silverstone-Jamestown (2),1,1
2019-06-09,Black Creek (24),0,1
2014-05-12,Englemount-Lawrence (32),0,0
2019-12-31,Malvern East (146),2,0
2009-05-26,Glenfield-Jane Heights (25),1,0
2012-09-14,Humber Summit (21),0,0
2012-06-09,West Humber-Clairville (1),1,1
2016-09-30,Malvern East (146),4,0
2013-10-25,Humber Summit (21),0,0
2021-07-06,Mount Olive-Silverstone-Jamestown (2),2,0
2009-09-07,Regent Park (72),1,0
2015-10-20,Black Creek (24),0,0
2005-11-07,York University Heights (27),1,0
2021-10-02,West Humber-Clairville (1),0,0
2020-11-25,Englemount-Lawrence (32),0,0
2010-10-19,Mount Olive-Silverstone-Jamestown (2),2,0
2004-05-13,Yorkdale-Glen Park (31),1,0
2011-07-13,Humber Summit (21),1,0
2016-01-24,Glenfield-Jane Heights (25),1,0
2012-02-26,Malvern East (146),2,0
2007-06-21,Yorkdale-Glen Park (31),1,0
2020-10-25,Black Creek (24),0,0
2012-06-25,Yorkdale-Glen Park (31),2,0
2022-01-31,Malvern East (146),1,0
2023-09-17,West Humber-Clairville (1),1,0
2004-11-11,Humber Summit (21),1,0
2012-08-21,Malvern East (146),1,0
2009-02-20,Humber Summit (21),2,0
2018-01-10,York University Heights (27),1,0
2005-09-06,Englemount-Lawrence (32),1,0
2004-06-27,Yorkdale-Glen Park (31),1,0
2008-06-17,Yorkdale-Glen Park (31),0,0
2013-07-27,Humber Summit (21),0,0
2005-02-25,Englemount-Lawrence (32),1,0
2007-03-31,Mount Olive-Silverstone-Jamestown (2),2,1
2004-01-18,York University Heights (27),1,0
2014-01-17,Englemount-Lawrence (32),0,0
2010-08-03,West Humber-Clairville (1),0,0
2021-08-13,Mount Olive-Silverstone-Jamestown (2),4,0
2020-03-14,Malvern East (146),1,0
2010-04-03,Black Creek (24),0,1
2014-09-16,Humber Summit (21),0,0
2020-04-26,Glenfield-Jane Heights (25),0,0
2021-08-10,Englemount-Lawrence (32),0,0
2013-09-20,Humber Summit (21),2,0
2011-02-02,Humber Summit (21),2,1
2010-01-09,Humber Summit (21),0,0
2015-12-19,Glenfield-Jane Heights (25),1,0
2014-09-10,Glenfield-Jane Heights (25),1,0
2022-05-05,Englemount-Lawrence (32),2,0
2011-04-16,Regent Park (72),1,0
2020-09-13,Regent Park (72),1,0
2023-09-03,Glenfield-Jane Heights (25),2,0
2007-09-15,Humber Summit (21),2,1
2016-01-20,Humber Summit (21),0,0
2023-03-27,York University Heights (27),1,0
2016-12-02,Malvern East (146),0,0
2012-07-15,Malvern East (146),0,0
2013-03-28,Black Creek (24),2,0
2021-11-17,York University Heights (27),2,0
2005-11-18,Mount Olive-Silverstone-Jamestown (2),0,0
2010-02-08,Mount Olive-Silverstone-Jamestown (2),2,0
2011-05-01,York University Heights (27),0,0
2009-05-17,West Humber-Clairville (1),0,0
2021-08-09,West Humber-Clairville (1),2,0
2016-05-28,Englemount-Lawrence (32),1,0
2018-04-13,West Humber-Clairville (1),1,0
2006-09-30,York University Heights (27),3,1
2005-12-01,West Humber-Clairville (1),4,0
2011-01-23,Humber Summit (21),1,0
2006-09-28,Yorkdale-Glen Park (31),1,0
2014-09-14,York University Heights (27),2,0
2013-08-07,Mount Olive-Silverstone-Jamestown (2),0,0
2015-02-23,Regent Park (72),2,0
2012-03-18,Glenfield-Jane Heights (25),0,0
2007-01-14,Malvern East (146),1,0
2018-06-27,Mount Olive-Silverstone-Jamestown (2),3,0
2005-07-23,Black Creek (24),0,0
2014-12-15,Mount Olive-Silverstone-Jamestown (2),0,0
2008-05-24,Malvern East (146),1,0
2018-03-21,Mount Olive-Silverstone-Jamestown (2),1,0
2023-03-19,Black Creek (24),2,0
2006-06-21,York University Heights (27),1,0
2004-04-16,Yorkdale-Glen Park (31),0,0
2015-04-05,York University Heights (27),0,0
2016-01-09,Mount Olive-Silverstone-Jamestown (2),1,0
2008-09-12,Yorkdale-Glen Park (31),3,0
2021-04-09,York University Heights (27),0,0
2021-05-21,Yorkdale-Glen Park (31),0,0
2017-11-20,Black Creek (24),0,0
2004-05-22,Englemount-Lawrence (32),1,0
2019-03-11,Humber Summit (21),2,0
2020-04-02,Humber Summit (21),1,0
2010-07-12,Englemount-Lawrence (32),0,1
2012-10-25,Englemount-Lawrence (32),4,0
2017-01-17,Malvern East (146),0,0
2004-06-12,Glenfield-Jane Heights (25),1,0
2007-11-06,Yorkdale-Glen Park (31),0,0
2017-10-24,West Humber-Clairville (1),3,0
2023-10-21,Black Creek (24),0,0
2022-04-03,Englemount-Lawrence (32),0,0
2021-08-05,Englemount-Lawrence (32),1,0
2004-03-07,West Humber-Clairville (1),0,0
2011-10-05,Black Creek (24),0,0
2023-05-14,West Humber-Clairville (1),2,0
2016-09-05,Black Creek (24),0,0
2018-06-19,Humber Summit (21),0,0
2013-07-14,Regent Park (72),0,0
2014-09-22,Englemount-Lawrence (32),0,0
2020-12-05,Englemount-Lawrence (32),1,0
2012-11-22,Malvern East (146),1,0
2023-11-09,Englemount-Lawrence (32),2,0
2007-04-28,Regent Park (72),1,0
2004-05-29,Englemount-Lawrence (32),0,0
2015-02-17,Black Creek (24),2,0
2016-12-07,Humber Summit (21),1,0
2011-08-06,Mount Olive-Silverstone-Jamestown (2),3,0
2011-06-04,York University Heights (27),2,0
2016-09-18,Yorkdale-Glen Park (31),2,0
2014-10-13,Yorkdale-Glen Park (31),0,0
2023-11-25,Mount Olive-Silverstone-Jamestown (2),1,0
2013-11-28,Regent Park (72),1,0
2016-06-04,West Humber-Clairville (1),1,0
2008-11-26,Glenfield-Jane Heights (25),2,0
2011-05-01,Mount Olive-Silverstone-Jamestown (2),1,0
2016-05-24,Malvern East (146),1,0
2006-04-24,Englemount-Lawrence (32),3,1
2011-05-15,Glenfield-Jane Heights (25),2,0
2012-05-12,Black Creek (24),1,0
2007-10-31,Glenfield-Jane Heights (25),1,0
2019-12-09,Malvern East (146),2,0
2019-02-17,West Humber-Clairville (1),2,0
2013-03-13,Malvern East (146),0,0
2023-07-31,Englemount-Lawrence (32),1,0
2008-12-19,Regent Park (72),1,0
2018-09-12,Humber Summit (21),0,1
2019-05-23,Regent Park (72),0,0
2005-03-28,Regent Park (72),1,0
2008-11-15,West Humber-Clairville (1),1,0
2020-01-31,Glenfield-Jane Heights (25),0,0
2019-08-17,Malvern East (146),0,1
2013-09-22,Malvern East (146),2,0
2022-07-22,Black Creek (24),1,0
2015-01-04,York University Heights (27),2,0
2006-04-30,York University Heights (27),1,0
2011-03-02,Englemount-Lawrence (32),1,0
2006-05-20,Yorkdale-Glen Park (31),2,0
2022-11-28,Regent Park (72),0,0
2013-01-16,Mount Olive-Silverstone-Jamestown (2),0,0
2019-06-18,Black Creek (24),0,0
2016-05-20,Black Creek (24),0,0
2018-09-29,Englemount-Lawrence (32),0,0
2016-01-28,West Humber-Clairville (1),0,0
2016-04-14,Glenfield-Jane Heights (25),0,0
2010-06-24,Glenfield-Jane Heights (25),1,0
2012-10-24,Englemount-Lawrence (32),1,0
2013-11-10,Regent Park (72),2,0
2005-05-14,York University Heights (27),1,0
2009-09-16,Humber Summit (21),1,0
2010-03-28,Malvern East (146),4,0
2023-04-10,Regent Park (72),3,0
2004-10-13,Black Creek (24),2,0
2004-10-16,Yorkdale-Glen Park (31),0,0
2012-09-23,West Humber-Clairville (1),0,0
2020-08-08,Mount Olive-Silverstone-Jamestown (2),0,0
2016-06-04,Glenfield-Jane Heights (25),2,0
2004-03-16,Glenfield-Jane Heights (25),1,0
2021-09-24,Black Creek (24),0,0
2020-11-23,Regent Park (72),2,0
2014-04-19,Glenfield-Jane Heights (25),0,0
2019-11-05,Mount Olive-Silverstone-Jamestown (2),0,0
2005-01-16,Malvern East (146),0,0
2005-11-14,Mount Olive-Silverstone-Jamestown (2),0,0
2015-03-26,Humber Summit (21),1,0
2014-06-14,York University Heights (27),1,0
2011-04-06,Mount Olive-Silverstone-Jamestown (2),0,0
2020-04-25,West Humber-Clairville (1),1,0
2010-11-12,Glenfield-Jane Heights (25),3,0
2008-04-30,Black Creek (24),0,0
2006-11-21,Mount Olive-Silverstone-Jamestown (2),2,0
2007-01-13,Englemount-Lawrence (32),0,0
2018-04-11,Malvern East (146),2,0
2010-01-03,Humber Summit (21),1,0
2004-08-18,West Humber-Clairville (1),1,0
2013-05-08,Regent Park (72),2,0
2008-05-27,Malvern East (146),2,0
2008-07-29,Malvern East (146),0,0
2014-01-29,West Humber-Clairville (1),1,0
2020-09-21,York University Heights (27),2,0
2006-11-30,Malvern East (146),2,0
2022-05-03,West Humber-Clairville (1),0,0
2010-05-31,West Humber-Clairville (1),0,0
2017-01-14,York University Heights (27),1,0
2010-05-26,West Humber-Clairville (1),0,0
2012-02-17,Regent Park (72),2,0
2022-05-08,Black Creek (24),1,0
2021-05-06,Malvern East (146),1,0
2018-11-23,Regent Park (72),0,0
2008-09-30,Regent Park (72),1,0
2022-08-14,Mount Olive-Silverstone-Jamestown (2),3,0
2018-05-13,Mount Olive-Silverstone-Jamestown (2),0,0
2004-08-10,York University Heights (27),1,0
2021-12-20,Englemount-Lawrence (32),1,0
2007-04-04,Humber Summit (21),2,0
2014-09-28,Englemount-Lawrence (32),0,0
2017-12-30,Malvern East (146),1,0
2004-02-29,Black Creek (24),0,0
2006-11-06,Englemount-Lawrence (32),3,0
2006-10-03,Malvern East (146),0,0
2016-03-14,Black Creek (24),0,0
2011-08-29,Malvern East (146),1,0
2010-12-10,Yorkdale-Glen Park (31),1,0
2016-07-25,Humber Summit (21),1,0
2004-02-28,Regent Park (72),1,0
2015-08-20,York University Heights (27),2,0
2014-01-12,West Humber-Clairville (1),1,0
2011-09-01,Malvern East (146),1,0
2009-09-10,Regent Park (72),1,0
2015-10-23,Glenfield-Jane Heights (25),1,0
2016-02-09,Humber Summit (21),0,0
2010-06-30,Black Creek (24),2,0
2011-04-26,West Humber-Clairville (1),2,0
2022-08-26,Englemount-Lawrence (32),4,0
2007-09-29,Humber Summit (21),1,0
2012-01-22,Mount Olive-Silverstone-Jamestown (2),1,0
2007-07-24,West Humber-Clairville (1),1,1
2008-05-02,Mount Olive-Silverstone-Jamestown (2),2,0
2004-12-06,Englemount-Lawrence (32),1,1
2010-10-04,Englemount-Lawrence (32),1,0
2018-07-11,Glenfield-Jane Heights (25),0,0
2022-02-18,Yorkdale-Glen Park (31),1,0
2011-01-14,West Humber-Clairville (1),1,0
2009-11-04,Humber Summit (21),0,0
2016-07-15,Humber Summit (21),0,0
2010-01-06,Black Creek (24),0,0
2021-01-26,Black Creek (24),1,1
2005-05-12,West Humber-Clairville (1),0,0
2014-07-23,Humber Summit (21),1,0
2018-12-07,Glenfield-Jane Heights (25),0,0
2013-11-26,West Humber-Clairville (1),1,0
2015-06-24,West Humber-Clairville (1),0,0
2023-02-14,Black Creek (24),1,0
2021-08-13,Glenfield-Jane Heights (25),0,0
2023-08-20,Malvern East (146),1,0
